"","SAMPLE","GROUP","GENE","SEQ_COUNT","COPY_COUNT","SEQ_FREQ","COPY_FREQ"
"1","RA_IMM9","RA_IMM","IGHV5-17",1819,4038,0.148030598958333,0.1963530269876
"2","RA_IMM4","RA_IMM","IGHV1-26",2524,3844,0.25676500508647,0.223605374905474
"3","RA_IMM5","RA_IMM","IGHV1-5",1438,3777,0.226813880126183,0.293086055715062
"4","CS_IMM17","CS_IMM","IGHV1-72",888,3528,0.189137380191693,0.370899915895711
"5","RA_IMM4","RA_IMM","IGHV8-12",796,2157,0.0809766022380468,0.125472631027863
"6","RA_IMM8","RA_IMM","IGHV3-6",576,2008,0.0800889877641824,0.151238984710401
"7","RA_IMM8","RA_IMM","IGHV8-12",833,1728,0.115823136818687,0.13014988325676
"8","RA_IMM6","RA_IMM","IGHV9-3",880,1683,0.121162054247556,0.129481458685952
"9","RA_IMM9","RA_IMM","IGHV1-18",1073,1674,0.0873209635416667,0.0814004376367615
"10","RA_CTRL2","RA_CTRL","IGHV6-3",345,1569,0.0701647345942648,0.160053044986229
"11","CS_CTRL15","CS_CTRL","IGHV6-3",287,1491,0.134741784037559,0.318453652285348
"12","CS_IMM22","CS_IMM","IGHV3-6",468,1479,0.0832147937411095,0.157810499359795
"13","RA_IMM5","RA_IMM","IGHV3-6",281,1446,0.0443217665615142,0.112206099169706
"14","CS_IMM21","CS_IMM","IGHV1-81",754,1380,0.128625042647561,0.152773165061441
"15","CS_CTRL14","CS_CTRL","IGHV1-22",826,1317,0.29895041621426,0.337173579109063
"16","RA_CTRL2","RA_CTRL","IGHV1-5",373,1299,0.0758592637787269,0.132510455982862
"17","CS_IMM26","CS_IMM","IGHV1-55",406,1240,0.0706086956521739,0.118320610687023
"18","CS_IMM26","CS_IMM","IGHV1-53",569,1174,0.0989565217391304,0.112022900763359
"19","RA_IMM4","RA_IMM","IGHV1-22",521,1169,0.053001017293998,0.0680006980396719
"20","RA_IMM6","RA_IMM","IGHV1-34",771,1159,0.106154481619166,0.0891675642406524
"21","RA_CTRL2","RA_CTRL","IGHV1-82",546,1128,0.11104331909701,0.11506681628073
"22","RA_IMM5","RA_IMM","IGHV1-55",454,1042,0.071608832807571,0.0808566772716691
"23","RA_IMM6","RA_IMM","IGHV10-3",287,937,0.0395153517830098,0.0720880135405447
"24","CS_IMM25","CS_IMM","IGHV4-1",149,933,0.0374089881998494,0.143604740649531
"25","RA_IMM9","RA_IMM","IGHV8-12",418,921,0.0340169270833333,0.0447848285922684
"26","CS_CTRL15","CS_CTRL","IGHV3-6",230,920,0.107981220657277,0.1964972234088
"27","CS_IMM21","CS_IMM","IGHV1-26",612,894,0.104401228249744,0.0989704417137164
"28","RA_IMM8","RA_IMM","IGHV1-76",605,876,0.0841212458286986,0.0659787602621074
"29","CS_IMM22","CS_IMM","IGHV1-18",501,868,0.0890825035561878,0.0926163038839095
"30","CS_IMM25","CS_IMM","IGHV1-78",448,865,0.112478031634446,0.133138371556103
"31","RA_IMM8","RA_IMM","IGHV1-18",502,858,0.0697997775305895,0.0646230323115162
"32","RA_IMM4","RA_IMM","IGHV1-18",561,857,0.0570701932858596,0.0498516665697167
"33","RA_IMM9","RA_IMM","IGHV5-6",560,857,0.0455729166666667,0.0416727449550207
"34","RA_IMM9","RA_IMM","IGHV1-61",378,853,0.03076171875,0.0414782397276927
"35","RA_IMM9","RA_IMM","IGHV3-6",361,834,0.0293782552083333,0.0405543398978848
"36","RA_IMM6","RA_IMM","IGHV1-64",456,831,0.0627839735646427,0.0639329127558086
"37","RA_IMM8","RA_IMM","IGHV1-72",299,817,0.0415739710789766,0.0615349853129472
"38","RA_IMM12","RA_IMM","IGHV1-26",609,813,0.148247322297955,0.135567783891946
"39","RA_IMM9","RA_IMM","IGHV1-26",642,802,0.05224609375,0.0389982980792609
"40","RA_IMM9","RA_IMM","IGHV1-72",364,801,0.0296223958333333,0.0389496717724289
"41","RA_IMM9","RA_IMM","IGHV1-22",624,794,0.05078125,0.0386092876246049
"42","CS_IMM24","CS_IMM","IGHV8-12",305,791,0.137263726372637,0.23846849562858
"43","CS_IMM26","CS_IMM","IGHV1-72",261,788,0.0453913043478261,0.0751908396946565
"44","RA_IMM9","RA_IMM","IGHV1-55",492,788,0.0400390625,0.0383175297836129
"45","CS_IMM23","CS_IMM","IGHV1-12",628,777,0.205766710353866,0.173670093875726
"46","RA_IMM6","RA_IMM","IGHV1-80",365,718,0.050254715682225,0.0552392675796276
"47","RA_IMM6","RA_IMM","IGHV6-3",277,717,0.0381385102574694,0.0551623326665641
"48","RA_IMM8","RA_IMM","IGHV1-64",364,711,0.0506117908787542,0.0535512540483543
"49","RA_IMM11","RA_IMM","IGHV1-26",513,683,0.114406779661017,0.0916655482485572
"50","RA_IMM8","RA_IMM","IGHV1-26",489,682,0.067992213570634,0.0513670256835128
"51","RA_IMM12","RA_IMM","IGHV1-62-2",382,680,0.0929892891918208,0.113390028347507
"52","CS_IMM22","CS_IMM","IGHV1-39",392,665,0.069701280227596,0.0709560392658984
"53","RA_IMM4","RA_IMM","IGHV1-85",389,665,0.0395727365208545,0.038683031818975
"54","RA_IMM6","RA_IMM","IGHV1-26",464,663,0.063885446785075,0.0510078473611325
"55","RA_IMM6","RA_IMM","IGHV1-78",352,652,0.0484648216990224,0.0501615633174335
"56","CS_IMM23","CS_IMM","IGHV1-81",305,651,0.0999344692005242,0.145507375949933
"57","CS_IMM21","CS_IMM","IGHV1-18",399,628,0.0680655066530194,0.0695228606221632
"58","CS_IMM17","CS_IMM","IGHV1-53",331,614,0.0705005324813631,0.0645500420521447
"59","CS_IMM19","CS_IMM","IGHV1-26",451,613,0.163524292965917,0.172870840383531
"60","RA_IMM4","RA_IMM","IGHV6-3",231,608,0.023499491353001,0.0353673433773486
"61","RA_IMM9","RA_IMM","IGHV1-81",404,608,0.0328776041666667,0.0295647945538536
"62","RA_IMM9","RA_IMM","IGHV1-63",285,607,0.023193359375,0.0295161682470216
"63","RA_IMM8","RA_IMM","IGHV1-9",334,603,0.046440489432703,0.0454168863448068
"64","RA_IMM5","RA_IMM","IGHV1-81",288,586,0.0454258675078864,0.0454721812679444
"65","RA_IMM5","RA_IMM","IGHV1-69",229,584,0.0361198738170347,0.0453169861100334
"66","CS_IMM17","CS_IMM","IGHV1-78",378,575,0.0805111821086262,0.0604499579478553
"67","CS_IMM23","CS_IMM","IGHV14-1",174,564,0.0570117955439056,0.126061689763076
"68","CS_IMM22","CS_IMM","IGHV1-55",326,559,0.0579658605974395,0.0596457533077251
"69","CS_CTRL15","CS_CTRL","IGHV1-72",174,555,0.0816901408450704,0.118539085860743
"70","RA_IMM4","RA_IMM","IGHV1-76",353,542,0.035910478128179,0.0315281251817812
"71","RA_CTRL2","RA_CTRL","IGHV1-52",238,537,0.0484034980679276,0.0547791492400286
"72","RA_CTRL2","RA_CTRL","IGHV1-53",325,532,0.0660972137482205,0.0542691012955218
"73","RA_IMM5","RA_IMM","IGHV1-72",258,531,0.0406940063091483,0.0412043144253899
"74","RA_CTRL3","RA_CTRL","IGHV1-26",368,524,0.0764754779717373,0.0726566833056018
"75","CS_CTRL16","CS_CTRL","IGHV14-4",130,510,0.0400616332819723,0.101170402697877
"76","CS_IMM17","CS_IMM","IGHV1-69",206,505,0.0438764643237487,0.0530908326324643
"77","RA_IMM8","RA_IMM","IGHV1-53",325,493,0.0451890989988877,0.0371318822023047
"78","RA_IMM4","RA_IMM","IGHV8-8",267,491,0.0271617497456765,0.0285614565761154
"79","RA_IMM6","RA_IMM","IGHV1-76",264,490,0.0363486162742668,0.0376981074011386
"80","RA_CTRL2","RA_CTRL","IGHV1-77",222,488,0.0451494813910921,0.0497806793838621
"81","CS_IMM17","CS_IMM","IGHV5-17",257,473,0.0547390841320554,0.049726661059714
"82","RA_CTRL3","RA_CTRL","IGHV5-15",266,473,0.0552784704904406,0.0655851358846367
"83","CS_CTRL16","CS_CTRL","IGHV1-53",264,462,0.0813559322033898,0.0916484824439595
"84","RA_IMM5","RA_IMM","IGHV9-4",144,461,0.0227129337539432,0.0357724838985024
"85","RA_CTRL2","RA_CTRL","IGHV1-55",252,458,0.0512507626601586,0.0467203917168214
"86","RA_IMM4","RA_IMM","IGHV1-55",189,447,0.0192268565615463,0.0260019777790704
"87","RA_IMM6","RA_IMM","IGHV1-69",160,445,0.0220294644086466,0.034236036313279
"88","RA_IMM9","RA_IMM","IGHV1-78",230,440,0.0187174479166667,0.0213955750060783
"89","CS_CTRL14","CS_CTRL","IGHV6-3",177,439,0.0640608034744843,0.112391193036354
"90","CS_IMM25","CS_IMM","IGHV1-39",219,437,0.0549836806427316,0.0672618131445282
"91","RA_IMM8","RA_IMM","IGHV6-3",186,437,0.0258620689655172,0.0329140619115764
"92","RA_IMM5","RA_IMM","IGHV8-12",271,431,0.0427444794952681,0.0334445565298363
"93","RA_IMM4","RA_IMM","IGHV1-34",242,429,0.024618514750763,0.0249549182711884
"94","CS_IMM22","CS_IMM","IGHV1-26",353,421,0.0627667140825036,0.0449210413999146
"95","CS_IMM22","CS_IMM","IGHV1-81",280,421,0.0497866287339972,0.0449210413999146
"96","CS_IMM26","CS_IMM","IGHV7-3",153,420,0.0266086956521739,0.0400763358778626
"97","CS_IMM26","CS_IMM","IGHV5-16",166,413,0.0288695652173913,0.0394083969465649
"98","CS_IMM19","CS_IMM","IGHV1-19",282,412,0.102248005801305,0.116187253243091
"99","RA_IMM12","RA_IMM","IGHV1-7",349,411,0.0849561830574489,0.0685342671335668
"100","CS_IMM26","CS_IMM","IGHV1-66",212,408,0.0368695652173913,0.0389312977099237
"101","RA_IMM9","RA_IMM","IGHV1-53",248,405,0.0201822916666667,0.0196936542669584
"102","RA_CTRL3","RA_CTRL","IGHV1-59",187,399,0.0388611803823774,0.055324459234609
"103","RA_IMM11","RA_IMM","IGHV1-77",285,394,0.0635593220338983,0.0528788082136626
"104","RA_IMM9","RA_IMM","IGHV1-9",226,394,0.0183919270833333,0.0191587648918065
"105","RA_IMM12","RA_IMM","IGHV5-17",282,392,0.0686465433300876,0.0653660163415041
"106","CS_IMM21","CS_IMM","IGHV1-15",197,388,0.0336062777209144,0.0429536145245212
"107","RA_CTRL1","RA_CTRL","IGHV1-55",236,386,0.0757381258023107,0.0868391451068616
"108","RA_CTRL3","RA_CTRL","IGHV1-72",190,380,0.0394846217788861,0.0526899611758181
"109","CS_IMM26","CS_IMM","IGHV10-3",154,375,0.0267826086956522,0.0357824427480916
"110","CS_IMM22","CS_IMM","IGHV1-19",126,374,0.0224039829302987,0.039906103286385
"111","RA_CTRL2","RA_CTRL","IGHV1-72",197,367,0.0400650803335367,0.0374375191267979
"112","RA_CTRL3","RA_CTRL","IGHV1-9",231,366,0.0480049875311721,0.0507487520798669
"113","RA_IMM4","RA_IMM","IGHV1-66",173,365,0.0175991861648016,0.0212320400209412
"114","RA_CTRL3","RA_CTRL","IGHV1-55",255,364,0.0529925187032419,0.050471436494731
"115","RA_IMM4","RA_IMM","IGHV14-2",134,363,0.0136317395727365,0.021115700075621
"116","CS_IMM21","CS_IMM","IGHV1-64",215,362,0.036676902081201,0.04007527953061
"117","RA_CTRL1","RA_CTRL","IGHV1-66",208,362,0.0667522464698331,0.0814398200224972
"118","RA_IMM6","RA_IMM","IGHV1-55",189,361,0.0260223048327138,0.0277735036159409
"119","RA_IMM11","RA_IMM","IGHV1-22",259,356,0.0577609277430865,0.0477788216346799
"120","RA_IMM8","RA_IMM","IGHV1-66",238,356,0.0330923248053393,0.0268132861339158
"121","CS_IMM22","CS_IMM","IGHV1-75",198,354,0.0352062588904694,0.0377720870678617
"122","RA_CTRL1","RA_CTRL","IGHV1-62-2",207,354,0.0664313222079589,0.0796400449943757
"123","RA_CTRL1","RA_CTRL","IGHV14-3",152,354,0.0487804878048781,0.0796400449943757
"124","RA_IMM6","RA_IMM","IGHV1-18",262,349,0.0360732479691587,0.0268502846591783
"125","RA_IMM11","RA_IMM","IGHV8-12",175,348,0.0390276538804639,0.0467051402496309
"126","RA_IMM4","RA_IMM","IGHV14-4",88,348,0.00895218718209563,0.0202431504857193
"127","RA_IMM9","RA_IMM","IGHV1-75",190,345,0.0154622395833333,0.0167760758570387
"128","RA_IMM11","RA_IMM","IGHV3-6",128,342,0.0285459411239964,0.0458998792108442
"129","RA_IMM6","RA_IMM","IGHV1-75",241,341,0.0331818807655239,0.0262348053546699
"130","CS_IMM26","CS_IMM","IGHV3-6",157,340,0.027304347826087,0.0324427480916031
"131","RA_IMM8","RA_IMM","IGHV1-22",152,340,0.0211345939933259,0.0256081946222791
"132","RA_IMM6","RA_IMM","IGHV14-3",104,327,0.0143191518656203,0.0251577165717803
"133","RA_CTRL3","RA_CTRL","IGHV6-6",254,323,0.0527847049044056,0.0447864669994454
"134","RA_CTRL1","RA_CTRL","IGHV1-80",212,316,0.0680359435173299,0.0710911136107986
"135","CS_IMM18","CS_IMM","IGHV1-72",147,315,0.0616093880972339,0.095861229458308
"136","RA_CTRL1","RA_CTRL","IGHV3-6",169,311,0.0542362002567394,0.0699662542182227
"137","CS_IMM26","CS_IMM","IGHV1-74",171,310,0.0297391304347826,0.0295801526717557
"138","CS_IMM26","CS_IMM","IGHV1-15",171,308,0.0297391304347826,0.0293893129770992
"139","RA_IMM9","RA_IMM","IGHV1-19",214,307,0.0174153645833333,0.0149282761974228
"140","CS_IMM26","CS_IMM","IGHV1-63",165,306,0.028695652173913,0.0291984732824427
"141","RA_IMM12","RA_IMM","IGHV6-3",179,303,0.0435735150925024,0.0505252626313157
"142","RA_IMM4","RA_IMM","IGHV1-78",197,303,0.0200406917599186,0.0176255017160142
"143","CS_CTRL16","CS_CTRL","IGHV1-76",149,301,0.0459167950693374,0.05971037492561
"144","CS_IMM26","CS_IMM","IGHV6-3",161,300,0.028,0.0286259541984733
"145","RA_IMM5","RA_IMM","IGHV1-76",242,300,0.0381703470031546,0.023279273686661
"146","CS_IMM26","CS_IMM","IGHV1-22",216,298,0.0375652173913043,0.0284351145038168
"147","RA_IMM4","RA_IMM","IGHV3-6",170,298,0.017293997965412,0.0173346518527136
"148","CS_IMM22","CS_IMM","IGHV1-64",174,297,0.0309388335704125,0.0316901408450704
"149","CS_IMM21","CS_IMM","IGHV1-55",198,293,0.0337768679631525,0.0324366212775379
"150","CS_IMM18","CS_IMM","IGHV1-75",195,291,0.0817267393126572,0.088557516737675
"151","RA_IMM9","RA_IMM","IGHV1-80",200,291,0.0162760416666667,0.0141502552881109
"152","RA_IMM11","RA_IMM","IGHV1-81",176,289,0.0392506690454951,0.0387867400348946
"153","CS_IMM26","CS_IMM","IGHV1-76",175,288,0.0304347826086957,0.0274809160305344
"154","RA_IMM11","RA_IMM","IGHV5-16",128,287,0.0285459411239964,0.0385183196886324
"155","CS_IMM17","CS_IMM","IGHV1-64",146,282,0.0310969116080937,0.0296467619848612
"156","CS_CTRL14","CS_CTRL","IGHV1-26",239,277,0.0865001809627217,0.0709165386584741
"157","CS_IMM23","CS_IMM","IGHV1-54",160,276,0.0524246395806029,0.0616897630755476
"158","RA_IMM11","RA_IMM","IGHV14-3",69,273,0.0153880463871543,0.0366393772647967
"159","CS_IMM17","CS_IMM","IGHV4-1",107,268,0.022790202342918,0.028174936921783
"160","RA_IMM11","RA_IMM","IGHV1-75",135,268,0.030107047279215,0.0359683263991411
"161","RA_IMM4","RA_IMM","IGHV2-3",151,267,0.0153611393692777,0.0155313827002501
"162","RA_IMM9","RA_IMM","IGHV7-3",177,267,0.014404296875,0.012983223924143
"163","RA_IMM5","RA_IMM","IGHV1-26",231,266,0.0364353312302839,0.0206409560021727
"164","CS_CTRL16","CS_CTRL","IGHV1-55",141,265,0.0434514637904468,0.0525689347351716
"165","CS_CTRL16","CS_CTRL","IGHV1-9",212,263,0.0653312788906009,0.052172188057925
"166","CS_IMM17","CS_IMM","IGHV8-12",164,263,0.0349307774227902,0.0276492851135408
"167","RA_CTRL2","RA_CTRL","IGHV1-12",184,263,0.0374211917836079,0.0268285218810568
"168","RA_IMM11","RA_IMM","IGHV1-78",179,261,0.0399197145405888,0.0350288551872232
"169","RA_IMM9","RA_IMM","IGHV1-58",203,261,0.0165201822916667,0.012691466083151
"170","CS_IMM21","CS_IMM","IGHV6-3",135,260,0.0230296827021494,0.0287833499391121
"171","RA_CTRL3","RA_CTRL","IGHV1-85",169,259,0.035120532003325,0.0359123682750971
"172","RA_IMM4","RA_IMM","IGHV3-5",152,259,0.0154628687690743,0.0150660229189692
"173","RA_CTRL3","RA_CTRL","IGHV3-6",151,257,0.0313798836242727,0.0356350526899612
"174","RA_IMM8","RA_IMM","IGHV1-55",164,257,0.0228031145717464,0.0193567824056639
"175","RA_CTRL1","RA_CTRL","IGHV1-26",217,256,0.0696405648267009,0.0575928008998875
"176","RA_IMM9","RA_IMM","IGHV9-3",193,256,0.0157063802083333,0.012448334548991
"177","RA_IMM12","RA_IMM","IGHV1-76",185,255,0.0450340798442064,0.0425212606303152
"178","CS_IMM21","CS_IMM","IGHV1-80",149,253,0.0254179460934835,0.0280084135945976
"179","CS_CTRL16","CS_CTRL","IGHV6-3",88,247,0.0271186440677966,0.0489982146399524
"180","CS_IMM21","CS_IMM","IGHV1-59",150,247,0.0255885363357216,0.0273441824421565
"181","RA_IMM5","RA_IMM","IGHV1-22",191,244,0.0301261829652997,0.0189338092651509
"182","CS_IMM25","CS_IMM","IGHV1-64",198,243,0.0497112729098669,0.0374018777897491
"183","RA_IMM12","RA_IMM","IGHV1-75",113,243,0.0275073028237585,0.040520260130065
"184","CS_CTRL14","CS_CTRL","IGHV1-9",166,242,0.0600796235975389,0.0619559651817716
"185","CS_IMM26","CS_IMM","IGHV1-80",177,242,0.0307826086956522,0.0230916030534351
"186","CS_IMM25","CS_IMM","IGHV1-50",122,239,0.0306301782575948,0.0367862090195475
"187","RA_IMM11","RA_IMM","IGHV1-76",149,238,0.0332292595896521,0.0319420212052074
"188","CS_IMM26","CS_IMM","IGHV1-82",171,237,0.0297391304347826,0.0226145038167939
"189","RA_IMM9","RA_IMM","IGHV2-2",141,237,0.011474609375,0.0115244347191831
"190","CS_IMM23","CS_IMM","IGHV1-26",217,236,0.0711009174311927,0.0527492177022798
"191","CS_IMM19","CS_IMM","IGHV1-18",182,235,0.065989847715736,0.0662718556119571
"192","RA_CTRL3","RA_CTRL","IGHV14-3",121,235,0.0251454696591854,0.0325845812534664
"193","RA_IMM4","RA_IMM","IGHV1-4",191,235,0.0194303153611394,0.0136699435751265
"194","CS_IMM21","CS_IMM","IGHV1-72",113,234,0.0192766973729103,0.0259050149452009
"195","CS_IMM22","CS_IMM","IGHV1-76",145,234,0.0257823613086771,0.0249679897567221
"196","RA_IMM11","RA_IMM","IGHV1-5",105,233,0.0234165923282783,0.0312709703395517
"197","RA_IMM11","RA_IMM","IGHV6-3",107,227,0.0238626226583408,0.030465709300765
"198","RA_CTRL3","RA_CTRL","IGHV1-75",131,225,0.0272236076475478,0.031198003327787
"199","CS_IMM17","CS_IMM","IGHV1-26",209,224,0.0445154419595314,0.0235492010092515
"200","CS_IMM22","CS_IMM","IGHV1-53",134,224,0.0238264580369844,0.0239009816474605
"201","RA_IMM9","RA_IMM","IGHV1-54",160,224,0.0130208333333333,0.0108922927303671
"202","RA_IMM4","RA_IMM","IGHV1-72",127,221,0.0129196337741607,0.0128555639578849
"203","RA_IMM9","RA_IMM","IGHV1-64",184,221,0.0149739583333333,0.0107464138098711
"204","RA_IMM6","RA_IMM","IGHV1-74",122,219,0.016797466611593,0.0168487459609171
"205","CS_CTRL16","CS_CTRL","IGHV1-74",162,216,0.0499229583975347,0.0428486411426304
"206","RA_IMM8","RA_IMM","IGHV1-80",111,216,0.0154338153503893,0.016268735407095
"207","CS_IMM22","CS_IMM","IGHV5-16",111,215,0.0197368421052632,0.0229406743491251
"208","CS_IMM18","CS_IMM","IGHV8-12",116,214,0.0486169321039397,0.0651247717589775
"209","RA_CTRL3","RA_CTRL","IGHV1-78",134,214,0.0278470490440565,0.0296727676095397
"210","RA_IMM6","RA_IMM","IGHV1-5",85,214,0.0117031529670935,0.0164640713955993
"211","RA_IMM9","RA_IMM","IGHV1-62-2",138,214,0.01123046875,0.0104060296620472
"212","CS_CTRL16","CS_CTRL","IGHV1-39",193,213,0.0594761171032357,0.0422535211267606
"213","CS_CTRL16","CS_CTRL","IGHV3-6",74,213,0.0228043143297381,0.0422535211267606
"214","CS_IMM25","CS_IMM","IGHV1-15",154,213,0.0386643233743409,0.0327843620132369
"215","CS_IMM26","CS_IMM","IGHV5-4",136,211,0.0236521739130435,0.0201335877862595
"216","RA_IMM11","RA_IMM","IGHV1-55",112,211,0.0249776984834969,0.028318346530667
"217","RA_IMM4","RA_IMM","IGHV5-2",89,209,0.00905391658189217,0.0121575242859636
"218","RA_IMM5","RA_IMM","IGHV1-59",82,208,0.0129337539432177,0.0161402964227516
"219","CS_IMM21","CS_IMM","IGHV1-78",132,207,0.022517911975435,0.0229159747592162
"220","CS_IMM22","CS_IMM","IGHV1-15",139,207,0.0247155049786629,0.0220870678617157
"221","RA_CTRL2","RA_CTRL","IGHV1-49",120,207,0.024405125076266,0.0211159849025808
"222","RA_CTRL2","RA_CTRL","IGHV1-64",152,207,0.030913158429937,0.0211159849025808
"223","RA_CTRL3","RA_CTRL","IGHV1-53",129,207,0.0268079800498753,0.0287021630615641
"224","CS_IMM17","CS_IMM","IGHV1-55",155,205,0.033013844515442,0.021551724137931
"225","CS_IMM26","CS_IMM","IGHV1-54",120,205,0.0208695652173913,0.0195610687022901
"226","RA_CTRL3","RA_CTRL","IGHV1-64",150,202,0.0311720698254364,0.0280088740987243
"227","CS_IMM19","CS_IMM","IGHV1-81",154,199,0.0558375634517767,0.0561195713479977
"228","CS_IMM21","CS_IMM","IGHV3-6",117,199,0.0199590583418628,0.0220303332226281
"229","CS_IMM26","CS_IMM","IGHV8-12",140,197,0.0243478260869565,0.0187977099236641
"230","RA_IMM4","RA_IMM","IGHV5-17",146,197,0.014852492370295,0.0114594846140422
"231","RA_IMM8","RA_IMM","IGHV1-81",103,197,0.014321468298109,0.0148376892370264
"232","RA_IMM9","RA_IMM","IGHV1-12",130,197,0.0105794270833333,0.00957938244590323
"233","RA_CTRL2","RA_CTRL","IGHV7-3",94,196,0.0191173479764084,0.0199938794246659
"234","RA_IMM12","RA_IMM","IGHV5-6",121,196,0.0294547224926972,0.032683008170752
"235","RA_IMM4","RA_IMM","IGHV1-75",115,196,0.0116988809766022,0.0114013146413821
"236","CS_IMM18","CS_IMM","IGHV9-3",111,195,0.0465213746856664,0.059342665855143
"237","CS_IMM21","CS_IMM","IGHV1-84",114,194,0.0194472876151484,0.0214768072622606
"238","CS_IMM25","CS_IMM","IGHV1-26",165,194,0.0414260607582224,0.0298599353547791
"239","RA_IMM5","RA_IMM","IGHV6-6",141,194,0.0222397476340694,0.0150539303173741
"240","RA_IMM9","RA_IMM","IGHV14-3",160,194,0.0130208333333333,0.00943350352540724
"241","CS_IMM21","CS_IMM","IGHV1-53",140,192,0.0238826339133402,0.0212553968781136
"242","CS_IMM25","CS_IMM","IGHV3-6",94,191,0.0236003012804419,0.0293981837771279
"243","RA_IMM11","RA_IMM","IGHV1-42",107,190,0.0238626226583408,0.0254999328949134
"244","RA_CTRL3","RA_CTRL","IGHV6-3",91,188,0.0189110556940981,0.0260676650027732
"245","RA_IMM12","RA_IMM","IGHV1-78",124,188,0.0301850048685492,0.031349007837252
"246","CS_IMM22","CS_IMM","IGHV1-72",117,187,0.0208036984352774,0.0199530516431925
"247","RA_IMM11","RA_IMM","IGHV1-69",113,187,0.0252007136485281,0.0250973023755201
"248","RA_CTRL2","RA_CTRL","IGHV3-6",80,186,0.0162700833841773,0.0189737835356523
"249","RA_IMM6","RA_IMM","IGHV3-6",101,186,0.0139060994079581,0.01430989382982
"250","CS_IMM21","CS_IMM","IGHV9-3",115,185,0.0196178778573866,0.020480460533599
"251","RA_CTRL3","RA_CTRL","IGHV8-8",115,184,0.0238985868661679,0.0255130338325014
"252","RA_IMM4","RA_IMM","IGHV1-81",129,182,0.0131230925737538,0.0105869350241405
"253","CS_IMM21","CS_IMM","IGHV1-9",139,181,0.023712043671102,0.020037639765305
"254","CS_IMM23","CS_IMM","IGHV1-75",129,181,0.0422673656618611,0.0404559678140367
"255","CS_IMM26","CS_IMM","IGHV1-12",114,181,0.0198260869565217,0.0172709923664122
"256","CS_IMM22","CS_IMM","IGHV8-12",122,179,0.0216927453769559,0.0190994451557832
"257","CS_IMM22","CS_IMM","IGHV9-3",125,179,0.022226173541963,0.0190994451557832
"258","RA_IMM4","RA_IMM","IGHV1-69",141,179,0.0143438453713123,0.0104124251061602
"259","CS_IMM21","CS_IMM","IGHV2-3",57,178,0.00972364380757421,0.0197055241890845
"260","RA_IMM5","RA_IMM","IGHV5-17",117,178,0.0184542586750789,0.0138123690540855
"261","RA_CTRL3","RA_CTRL","IGHV7-1",150,177,0.0311720698254364,0.0245424292845258
"262","RA_CTRL2","RA_CTRL","IGHV5-6",101,176,0.0205409802725239,0.0179536876466388
"263","RA_IMM9","RA_IMM","IGHV1-15",138,176,0.01123046875,0.00855823000243132
"264","CS_IMM21","CS_IMM","IGHV1-42",106,175,0.0180825656772433,0.0193734086128639
"265","CS_CTRL16","CS_CTRL","IGHV1-52",109,174,0.0335901386748844,0.0345169609204523
"266","RA_IMM11","RA_IMM","IGHV2-3",68,174,0.0151650312221231,0.0233525701248155
"267","RA_IMM8","RA_IMM","IGHV10-1",97,174,0.0134872080088988,0.0131053701890487
"268","RA_IMM9","RA_IMM","IGHV5-4",134,174,0.0109049479166667,0.00846097738876732
"269","CS_IMM24","CS_IMM","IGHV1-84",83,173,0.0373537353735374,0.0521555622550497
"270","RA_IMM6","RA_IMM","IGHV5-6",113,173,0.0155583092386066,0.0133097399599938
"271","RA_IMM8","RA_IMM","IGHV6-6",113,173,0.0157119021134594,0.0130300519695714
"272","RA_IMM8","RA_IMM","IGHV14-3",91,171,0.0126529477196885,0.0128794155306169
"273","RA_IMM9","RA_IMM","IGHV1-76",152,171,0.0123697916666667,0.00831509846827133
"274","RA_IMM9","RA_IMM","IGHV5-16",96,170,0.0078125,0.00826647216143934
"275","RA_IMM9","RA_IMM","IGHV6-3",104,169,0.00846354166666667,0.00821784585460734
"276","RA_CTRL3","RA_CTRL","IGHV5-17",111,168,0.0230673316708229,0.0232945091514143
"277","RA_IMM6","RA_IMM","IGHV2-6-1",79,167,0.0108770480517692,0.0128481304816126
"278","CS_IMM24","CS_IMM","IGHV1-26",144,165,0.0648064806480648,0.0497437443473018
"279","RA_IMM6","RA_IMM","IGHV1-72",95,165,0.0130799944926339,0.0126942606554855
"280","CS_IMM17","CS_IMM","IGHV1-80",128,163,0.0272630457933972,0.0171362489486964
"281","RA_IMM12","RA_IMM","IGHV1-18",131,162,0.0318889970788705,0.0270135067533767
"282","RA_IMM8","RA_IMM","IGHV1-75",116,161,0.0161290322580645,0.0121262333358439
"283","CS_IMM25","CS_IMM","IGHV5-6",115,158,0.0288727090133066,0.0243189164229644
"284","CS_IMM26","CS_IMM","IGHV1-26",151,158,0.0262608695652174,0.0150763358778626
"285","CS_CTRL16","CS_CTRL","IGHV1-22",125,157,0.0385208012326656,0.0311446141638564
"286","RA_IMM11","RA_IMM","IGHV5-17",104,157,0.0231935771632471,0.0210709971815864
"287","CS_IMM22","CS_IMM","IGHV1-82",131,155,0.0232930298719772,0.0165386256935553
"288","RA_IMM8","RA_IMM","IGHV1-69",106,155,0.0147385984427141,0.0116743240189802
"289","CS_IMM17","CS_IMM","IGHV5-16",66,154,0.0140575079872204,0.0161900756938604
"290","CS_IMM22","CS_IMM","IGHV2-9-1",74,154,0.0131578947368421,0.0164319248826291
